1,0
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
2,14
2,15
3,0
3,16
3,5
3,17
3,18
3,19
3,20
3,12
4,0
4,2
4,21
4,22
4,23
4,24
4,25
4,16
4,4
4,5
4,6
4,18
4,8
4,9
4,10
4,19
4,20
4,26
4,12
4,13
5,27
5,28
5,29
5,3
5,24
5,25
5,16
5,4
5,5
5,30
5,31
5,32
5,33
5,6
5,34
5,35
5,36
5,37
5,38
5,18
5,39
5,20
5,40
5,11
5,41
5,26
5,12
6,0
6,29
6,25
6,16
6,5
6,19
7,0
7,23
7,3
7,16
7,5
7,19
7,20
7,40
8,0
8,16
8,5
8,14
8,35
8,42
8,43
8,40
8,15
8,12
9,0
9,1
9,2
9,3
9,4
9,5
9,6
9,7
9,8
9,9
9,10
9,11
9,12
9,13
10,0
10,44
10,23
10,3
10,45
10,25
10,16
10,5
10,35
10,19
10,26
10,12
11,23
11,45
11,46
11,41
12,0
12,1
12,23
12,47
12,24
12,25
12,5
12,35
12,36
12,7
12,48
12,43
12,40
13,28
13,49
13,30
13,31
13,35
13,50
14,0
14,51
14,3
14,5
14,17
14,30
14,31
14,52
14,32
14,46
14,53
14,19
14,41
14,12
15,0
15,54
15,27
15,21
15,29
15,23
15,3
15,16
15,55
15,5
15,17
15,30
15,46
15,53
15,33
15,56
15,34
15,7
15,18
15,48
15,57
15,19
15,20
15,40
15,26
15,12
15,50
16,0
16,54
16,29
16,23
16,47
16,25
16,16
16,4
16,5
16,35
16,36
16,43
16,40
17,22
17,25
17,16
17,5
17,58
17,18
17,19
17,26
17,12
18,0
18,23
18,45
18,59
18,25
18,16
18,5
18,35
18,12
19,0
19,23
19,60
19,25
19,5
19,14
19,34
19,35
19,37
19,7
19,18
19,42
19,20
19,40
19,15
19,12
20,0
20,1
20,2
20,3
20,4
20,5
20,6
20,7
20,8
20,9
20,10
20,11
20,12
20,13
21,23
21,16
21,5
21,6
21,19
21,43
21,40
22,61
22,25
22,5
22,14
22,35
22,43
22,15
22,12
23,0
23,62
23,29
23,23
23,3
23,59
23,25
23,16
23,5
23,46
23,18
23,19
23,12
24,0
24,59
24,25
24,5
24,35
24,36
24,7
24,48
24,20
24,40
25,0
25,54
25,27
25,29
25,3
25,24
25,25
25,16
25,5
25,35
25,36
25,18
25,19
25,26
25,12
26,44
26,22
26,63
26,3
26,16
26,5
26,33
26,19
26,41
26,12
27,0
27,64
27,45
27,16
27,5
27,65
27,8
27,10
27,19
27,40
28,0
28,21
28,23
28,60
28,25
28,16
28,5
28,14
28,34
28,35
28,7
28,15
28,26
28,12
29,3
29,16
29,5
29,19
29,12
30,0
30,44
30,29
30,16
30,5
30,58
30,35
32,51
33,27
33,28
33,29
33,3
33,24
33,25
33,16
33,5
33,30
33,31
33,32
33,33
33,34
33,35
33,36
33,37
33,18
33,20
33,40
33,66
33,41
33,12
33,50
33,13
33,67
34,16
34,5
34,30
35,0
35,68
35,24
35,25
35,16
35,5
35,6
35,19
35,11
35,26
35,13
36,0
36,47
36,24
36,25
36,5
36,6
36,34
36,35
36,18
36,19
36,69
36,43
36,40
36,11
36,26
36,12
36,13
37,14
37,15
39,0
39,44
39,29
39,24
39,16
39,5
39,58
39,56
39,19
39,43
40,0
40,1
40,23
40,3
40,25
40,16
40,5
40,70
40,35
40,12
41,64
41,22
41,45
41,25
41,16
41,5
41,65
41,70
41,33
41,19
41,12
42,0
42,71
42,3
42,25
42,16
42,5
42,17
42,30
42,31
42,53
42,56
42,35
42,7
42,12
43,27
43,21
43,23
43,45
43,72
43,73
43,30
43,46
43,56
43,57
43,41
44,0
44,5
44,17
44,53
44,56
44,9
44,19
45,0
45,27
45,29
45,3
45,59
45,5
45,19
45,41
45,26
46,44
46,70
46,46
46,35
46,74
46,12
47,54
47,27
47,75
47,23
47,45
47,25
47,16
47,5
47,32
47,70
47,46
47,19
48,0
48,59
48,5
48,30
48,35
48,12
48,50
49,30
49,50
50,0
50,54
50,2
50,27
50,76
50,16
50,5
50,46
50,7
50,18
50,43
50,40
50,12
51,0
51,1
51,2
51,22
51,23
51,25
51,16
51,4
51,5
51,46
51,6
51,35
51,37
51,18
51,9
51,10
51,26
51,12
51,13
52,23
52,59
52,43
52,26
53,24
53,25
53,70
53,40
55,27
55,64
55,22
55,25
55,16
55,5
55,30
55,65
55,46
55,7
55,48
55,57
55,19
55,43
55,26
55,12
56,22
56,3
56,16
56,33
56,18
56,19
57,0
57,1
57,3
57,16
57,4
57,5
57,30
57,58
57,37
58,0
58,29
58,23
58,24
58,16
58,5
58,35
58,48
58,19
58,43
58,40
59,0
59,29
59,23
59,3
59,16
59,5
59,32
59,46
59,7
59,19
59,26
59,12
60,0
60,75
60,29
60,24
60,25
60,16
60,5
60,40
61,0
61,24
61,25
61,16
61,30
61,35
61,7
61,19
61,43
61,26
61,12
62,0
62,62
62,63
62,3
62,24
62,25
62,5
62,30
62,70
62,6
62,34
62,35
62,40
62,13
62,67
63,0
63,3
63,5
63,30
63,31
63,18
63,19
63,20
63,12
63,50
64,23
64,59
64,46
64,43
64,12
65,63
65,25
65,16
65,5
65,52
65,6
65,35
65,40
65,11
65,12
66,0
66,64
66,22
66,45
66,25
66,16
66,5
66,65
66,35
66,18
66,19
66,43
66,40
66,12
66,13
66,67
67,0
67,1
67,62
67,29
67,23
67,3
67,59
67,16
67,5
67,46
67,77
67,78
67,19
67,43
67,41
67,26
67,12
68,78
68,12
69,27
69,28
69,29
69,3
69,24
69,25
69,16
69,4
69,5
69,30
69,31
69,32
69,33
69,6
69,34
69,35
69,36
69,37
69,38
69,18
69,39
69,20
69,40
69,11
69,41
69,26
69,12
69,13
69,67
70,0
70,44
70,29
70,24
70,16
70,5
70,43
71,0
71,44
71,22
71,47
71,3
71,45
71,25
71,16
71,5
71,58
71,46
71,7
71,19
71,26
71,12
72,44
72,64
72,22
72,3
72,45
72,25
72,16
72,5
72,65
72,70
72,18
72,19
72,43
72,26
72,12
73,0
73,44
73,68
73,23
73,47
73,60
73,5
73,32
73,35
73,36
73,7
73,18
73,19
73,40
73,41
74,72
74,30
74,31
74,48
75,2
75,29
75,30
75,31
75,26
75,12
76,29
76,24
76,25
76,16
76,6
76,34
76,40
76,11
76,26
76,13
76,67
77,0
77,68
77,29
77,23
77,63
77,24
77,25
77,16
77,5
77,79
77,35
77,19
77,20
78,0
78,54
78,21
78,23
78,24
78,16
78,5
78,58
78,52
78,79
78,35
78,36
78,37
78,19
78,26
78,12
79,0
79,1
79,54
79,27
79,29
79,5
79,52
79,32
79,19
79,20
79,41
80,0
80,47
80,3
80,24
80,25
80,16
80,5
80,6
80,37
80,19
80,69
80,26
80,12
80,13
81,29
81,5
82,0
82,54
82,27
82,29
82,47
82,3
82,24
82,25
82,16
82,5
82,30
82,53
82,56
82,34
82,35
82,36
82,18
82,39
82,19
82,20
82,43
82,40
82,41
82,26
82,12
83,0
83,29
83,3
83,25
83,16
83,5
83,46
83,35
83,18
83,19
83,12
84,2
84,62
84,12
85,0
85,29
85,23
85,24
85,25
85,16
85,5
85,33
85,56
85,6
85,35
85,13
86,44
86,27
86,29
86,23
86,3
86,25
86,16
86,5
86,33
86,56
86,34
86,35
86,36
86,37
86,18
86,39
86,19
86,43
86,40
86,41
86,26
86,12
87,0
87,80
87,25
87,16
87,5
87,8
87,40
87,12
88,3
88,16
88,5
90,12
91,27
91,22
91,3
91,24
91,25
91,16
91,5
91,35
91,37
91,18
91,8
91,19
91,43
91,12
93,24
93,25
93,16
93,5
93,6
93,11
93,26
93,13
94,0
94,81
94,68
94,5
94,56
94,37
94,19
94,20
95,2
95,23
95,24
95,25
95,16
95,4
95,5
95,6
95,35
95,9
95,10
95,69
95,12
95,13
97,0
97,3
97,24
97,25
97,16
97,5
97,17
97,32
97,6
97,82
97,35
97,19
97,40
97,12
98,0
98,83
98,22
98,25
98,16
98,17
98,6
98,84
98,78
98,19
98,12
98,13
99,0
99,1
99,81
99,62
99,23
99,25
99,16
99,5
99,32
99,85
99,35
99,18
99,8
99,20
100,0
100,44
100,80
100,23
100,47
100,25
100,16
100,5
100,39
101,27
101,29
101,16
101,5
101,32
101,34
101,35
101,18
101,39
101,20
101,26
101,12
101,50
101,13
102,0
102,62
102,63
102,3
102,60
102,16
102,5
102,30
102,6
102,34
102,35
102,7
102,40
102,26
102,12
103,44
103,64
103,22
103,3
103,45
103,16
103,5
103,65
103,19
104,0
104,54
104,27
104,51
104,23
104,3
104,45
104,16
104,5
104,7
104,19
104,20
104,43
104,40
104,12
105,0
105,54
105,3
105,24
105,25
105,16
105,5
105,30
105,35
105,7
105,39
105,26
105,12
107,2
107,21
107,23
107,16
107,30
107,31
107,46
107,85
107,41
107,26
107,12
108,0
108,1
108,62
108,22
108,45
108,59
108,25
108,16
108,4
108,5
108,46
108,57
108,19
108,12
109,49
109,46
109,86
109,78
109,12
110,3
110,16
110,5
110,17
110,53
110,56
110,35
110,20
110,26
110,12
111,27
111,25
111,5
111,46
111,35
111,7
111,48
111,12
112,0
112,54
112,27
112,29
112,3
112,24
112,25
112,16
112,5
112,35
112,36
112,18
112,19
112,26
112,12
113,0
113,27
113,16
113,5
113,58
113,7
113,19
113,26
113,12
114,14
114,15
115,0
115,29
115,25
115,16
115,5
115,35
115,36
115,19
115,43
116,0
116,3
116,45
116,25
116,16
116,5
116,32
116,35
116,40
116,41
117,0
117,23
117,47
117,60
117,16
117,73
117,5
117,46
117,35
117,19
117,43
117,12
118,0
118,3
118,25
118,16
118,14
118,35
118,15
118,12
120,0
120,25
120,16
120,5
120,6
120,14
120,40
120,15
120,26
120,12
122,27
122,21
122,28
122,29
122,23
122,72
122,24
122,25
122,16
122,5
122,30
122,31
122,32
122,70
122,56
122,6
122,34
122,35
122,36
122,37
122,18
122,39
122,20
122,41
122,26
122,12
123,23
123,30
123,43
123,12
124,87
125,0
125,23
125,16
125,5
125,46
125,6
125,35
125,7
125,19
125,40
125,26
125,12
125,13
126,0
126,1
126,27
126,62
126,3
126,16
126,5
126,46
126,53
126,35
126,20
126,26
126,12
127,3
127,16
127,5
127,6
127,7
127,26
127,12
127,13
128,0
128,23
128,47
128,24
128,59
128,25
128,5
128,46
128,56
128,34
128,35
128,36
128,7
128,48
128,69
129,76
129,46
129,37
129,78
129,43
129,12
130,0
130,54
130,28
130,23
130,25
130,16
130,5
130,46
130,35
130,37
130,7
130,18
130,39
130,19
130,20
130,40
130,26
130,12
131,27
131,29
131,63
131,47
131,3
131,16
131,5
131,33
131,56
131,34
131,35
131,18
131,88
131,19
131,20
131,43
131,41
131,26
131,12
132,44
132,3
132,25
132,16
132,5
132,32
132,43
132,12
133,22
133,16
133,6
133,11
134,0
134,44
134,29
134,23
134,25
134,16
134,5
134,46
134,33
134,56
134,34
134,35
134,36
134,18
134,19
135,0
135,23
135,25
135,16
135,5
135,88
135,39
135,20
135,43
135,12
135,13
137,29
137,16
137,5
137,20
139,54
139,23
139,3
139,25
139,16
139,5
139,53
139,89
139,19
139,20
139,43
141,44
141,22
141,25
141,16
141,5
141,34
141,19
142,0
142,44
142,64
142,29
142,3
142,72
142,59
142,5
142,65
142,19
142,43
142,26
142,12
143,23
143,59
143,30
143,46
143,12
143,50
144,0
144,47
144,24
144,25
144,16
144,5
144,6
144,34
144,35
144,18
144,19
144,69
144,40
144,11
144,26
144,12
144,13
145,0
145,21
145,23
145,60
145,24
145,25
145,16
145,5
145,14
145,34
145,35
145,7
145,15
145,26
145,12
146,0
146,21
146,23
146,63
146,3
146,24
146,25
146,16
146,55
146,5
146,17
146,70
146,53
146,56
146,18
146,88
146,19
146,20
146,26
146,12
147,90
147,0
147,2
147,62
147,68
147,5
147,46
147,6
147,12
148,44
148,21
148,51
148,22
148,24
148,25
148,16
148,6
148,34
148,7
148,10
148,26
148,12
148,13
149,54
149,29
149,23
149,25
149,16
149,4
149,5
149,17
149,53
149,35
149,36
149,84
149,57
149,19
149,12
151,0
151,1
151,25
151,16
151,5
151,35
151,12
152,54
152,27
152,29
152,16
152,5
152,32
152,56
152,35
152,36
152,7
152,18
153,0
153,64
153,59
153,25
153,16
153,5
153,30
153,65
153,35
153,57
153,19
153,43
153,41
153,26
153,12
153,50
154,43
155,0
155,54
155,28
155,29
155,23
155,47
155,25
155,16
155,5
155,56
155,35
155,36
155,43
156,0
156,54
156,21
156,23
156,25
156,16
156,5
156,52
156,35
156,36
156,7
156,88
156,19
156,20
156,43
156,40
156,26
156,12
157,52
159,0
159,64
159,22
159,23
159,3
159,59
159,25
159,16
159,5
159,65
159,35
159,18
159,48
159,19
159,69
159,43
159,26
159,12
160,0
160,1
160,2
160,22
160,23
160,24
160,25
160,16
160,4
160,5
160,6
160,18
160,8
160,9
160,10
160,19
160,26
160,12
160,13
161,0
161,25
161,16
161,5
161,18
161,19
161,40
161,12
162,0
162,1
162,25
162,16
162,5
162,35
162,8
162,43
162,40
162,12
163,0
163,68
163,23
163,47
163,5
163,30
163,31
163,35
163,19
163,43
163,12
165,0
165,21
165,25
165,16
165,73
165,30
165,31
165,6
165,35
165,7
165,39
165,40
165,26
165,12
165,13
166,0
166,22
166,16
166,5
166,35
166,19
166,43
166,40
166,26
166,12
168,0
168,29
168,3
168,25
168,16
168,5
168,35
168,8
168,26
168,12
169,0
169,23
169,3
169,25
169,16
169,5
169,17
169,53
169,35
169,18
169,19
169,12
171,12
172,0
172,25
172,16
172,35
172,40
172,12
172,91
173,0
173,1
173,3
173,25
173,16
173,5
173,14
173,35
173,8
173,15
173,12
173,91
174,0
174,1
174,2
174,22
174,23
174,25
174,16
174,4
174,5
174,46
174,6
174,35
174,37
174,18
174,9
174,10
174,26
174,12
174,13
175,44
175,54
175,29
175,23
175,25
175,16
175,5
175,30
175,35
175,7
175,18
175,19
175,26
175,50
176,0
176,21
176,28
176,23
176,25
176,16
176,5
176,30
176,35
176,37
176,18
176,19
176,43
176,40
176,12
176,50
177,0
177,25
177,16
177,5
177,6
177,7
177,8
177,39
177,10
177,20
177,26
177,12
177,13
178,0
178,44
178,29
178,23
178,16
178,5
178,58
178,56
178,43
178,12
179,0
179,21
179,29
179,23
179,60
179,16
179,55
179,5
179,46
179,53
179,82
179,34
179,35
179,18
179,88
179,39
179,19
179,20
179,12
180,0
180,64
180,22
180,45
180,25
180,16
180,5
180,65
180,56
180,35
180,87
180,18
180,19
180,43
180,40
180,26
180,12
180,13
180,67
181,0
181,23
181,25
181,16
181,5
181,52
181,6
181,35
181,19
181,40
181,26
181,12
181,13
182,0
182,28
182,64
182,22
182,23
182,45
182,25
182,16
182,5
182,30
182,31
182,65
182,46
182,18
182,19
182,40
182,11
182,12
183,0
183,44
183,24
183,25
183,16
183,5
183,35
184,24
184,25
184,16
184,5
184,19
185,0
185,44
185,23
185,25
185,16
185,5
185,18
185,43
185,40
185,26
185,12
186,0
186,64
186,62
186,22
186,25
186,16
186,5
186,30
186,65
186,35
186,19
186,43
186,40
186,26
186,12
187,0
187,81
187,68
187,23
187,5
187,30
187,31
187,32
187,53
187,34
187,37
187,18
187,10
187,12
188,90
188,0
188,23
188,3
188,5
188,30
188,31
188,32
188,18
188,12
190,0
190,27
190,21
190,29
190,3
190,45
190,25
190,16
190,5
190,17
190,33
190,34
190,18
190,48
190,43
190,92
190,26
190,12
191,0
191,1
191,23
191,59
191,43
191,26
191,12
192,64
192,22
192,45
192,25
192,16
192,5
192,65
192,70
192,33
192,19
192,12
193,24
193,16
193,5
193,18
194,0
194,1
194,22
194,29
194,3
194,25
194,16
194,5
194,35
194,26
194,12
195,29
195,3
195,16
195,5
195,19
196,63
196,24
196,5
196,35
196,36
196,48
196,19
197,51
198,22
198,16
198,5
199,0
199,44
199,28
199,22
199,3
199,25
199,16
199,5
199,35
199,18
199,8
199,19
199,20
199,11
199,26
199,12
199,13
201,0
201,54
201,27
201,21
201,3
201,25
201,16
201,5
201,35
201,36
201,18
201,19
201,26
201,12
203,44
203,22
203,3
203,16
203,5
203,35
203,19
203,26
203,12
205,3
205,25
205,16
205,43
206,0
206,21
206,63
206,16
206,5
206,14
206,34
206,19
206,15
206,26
207,0
207,1
207,25
207,16
207,5
207,14
207,7
207,40
207,15
207,26
207,12
208,2
208,23
208,30
208,31
209,0
209,25
209,16
209,5
209,35
209,36
209,12
210,0
210,68
210,22
210,29
210,23
210,24
210,25
210,16
210,5
210,35
210,19
210,20
210,43
210,40
210,12
211,12
212,25
212,16
212,5
212,56
212,40
212,11
212,12
213,0
213,27
213,75
213,62
213,29
213,93
213,24
213,25
213,16
213,5
213,12
214,0
214,1
214,44
214,29
214,24
214,25
214,16
214,5
214,56
214,40
214,12
215,0
215,54
215,23
215,16
215,5
215,17
215,6
215,35
215,43
215,26
216,51
216,30
216,31
216,37
216,12
217,0
217,21
217,51
217,23
217,25
217,16
217,5
217,10
217,19
217,26
217,12
217,13
218,0
218,44
218,22
218,25
218,16
218,5
218,35
218,37
218,7
218,19
218,12
219,0
219,2
219,81
219,28
219,62
219,16
219,5
219,14
219,42
219,40
219,15
219,12
220,62
220,23
220,52
220,40
220,26
220,12
221,90
221,0
221,68
221,29
221,3
221,24
221,16
221,5
221,17
221,53
221,6
221,35
221,88
221,20
221,26
221,12
222,0
222,29
222,16
222,5
222,56
222,19
223,5
223,35
223,12
224,0
224,22
224,3
224,25
224,16
224,5
224,14
224,35
224,15
224,12
225,0
225,23
225,25
225,5
225,30
225,31
225,35
225,37
225,7
225,19
225,43
225,12
227,0
227,27
227,3
227,25
227,16
227,5
227,32
227,19
227,20
228,0
228,27
228,21
228,23
228,3
228,24
228,25
228,16
228,5
228,17
228,70
228,53
228,33
228,19
228,20
228,12
229,23
229,43
229,26
229,12
230,0
230,44
230,22
230,29
230,25
230,16
230,5
230,18
230,8
230,19
230,20
230,40
230,26
230,12
231,47
231,25
231,16
231,5
231,6
231,34
231,35
231,18
231,19
231,69
231,26
231,12
231,13
232,87
234,0
234,24
234,25
234,16
234,5
234,6
234,14
234,42
234,15
234,13
235,29
235,23
235,46
235,43
235,12
236,0
236,29
236,23
236,3
236,25
236,16
236,5
236,19
236,26
236,12
239,0
239,1
239,44
239,22
239,16
239,5
239,12
240,29
240,23
240,24
240,25
240,16
240,56
240,19
241,0
241,21
241,23
241,16
241,5
241,17
241,6
241,18
241,19
241,43
241,26
241,12
242,0
242,23
242,60
242,16
242,5
242,30
242,31
242,6
242,35
242,43
242,11
242,26
242,12
242,13
243,0
243,3
243,25
243,16
243,5
243,35
243,20
243,26
243,12
244,22
244,16
244,79
244,56
244,6
244,19
244,43
244,11
244,26
244,12
245,0
245,24
245,25
245,16
245,5
245,35
245,7
246,0
246,62
246,25
246,16
246,5
246,40
246,12
247,23
247,35
247,36
247,43
247,12
249,0
249,44
249,64
249,22
249,23
249,59
249,25
249,5
249,65
249,35
249,18
249,48
249,19
249,20
249,69
249,43
249,40
249,26
249,12
251,0
251,24
251,25
251,16
251,5
251,17
251,53
251,33
251,43
251,12
252,90
252,3
252,25
252,16
252,5
252,34
252,35
253,0
253,23
253,47
253,16
253,5
253,46
253,88
253,19
253,12
254,0
254,3
254,25
254,16
254,5
254,35
254,26
254,12
257,0
257,83
257,23
257,24
257,25
257,16
257,5
257,40
257,26
258,51
258,46
260,0
260,25
260,16
260,5
260,40
260,91
262,0
262,27
262,32
262,78
262,48
263,0
263,25
263,16
263,5
263,19
263,40
265,0
265,68
265,3
265,5
265,30
265,31
265,32
265,46
265,53
265,34
265,18
265,12
266,29
266,24
266,25
266,16
266,5
266,34
266,35
266,19
266,12
267,0
267,1
267,3
267,25
267,16
267,5
267,35
267,57
268,0
268,21
268,22
268,45
268,25
268,16
268,5
268,30
268,35
268,37
268,57
268,19
268,41
268,26
268,12
270,13
270,67
271,0
271,21
271,28
271,29
271,23
271,63
271,25
271,16
271,5
271,30
271,31
271,32
271,53
271,35
271,7
271,18
271,39
271,20
271,40
271,11
271,92
271,94
271,26
271,12
272,0
272,44
272,22
272,3
272,25
272,16
272,5
272,19
272,69
272,40
272,12
273,0
273,44
273,64
273,22
273,25
273,16
273,5
273,65
273,33
273,8
273,19
273,43
273,26
273,12
276,90
276,0
276,29
276,25
276,16
276,5
276,52
276,32
276,26
276,12
277,0
277,64
277,45
277,16
277,5
277,65
277,8
277,10
277,19
277,40
279,0
279,28
279,16
279,5
279,46
279,14
279,37
279,19
279,43
279,15
279,12
280,25
280,16
280,5
280,32
280,57
280,43
280,40
280,12
282,0
282,44
282,64
282,22
282,29
282,63
282,3
282,25
282,16
282,5
282,65
282,46
282,35
282,18
282,8
282,19
282,20
282,69
282,43
282,11
282,26
282,12
283,90
283,0
283,23
283,3
283,16
283,5
283,46
283,18
283,19
283,43
283,26
283,12
284,64
284,22
284,3
284,45
284,25
284,16
284,5
284,58
284,65
284,70
284,8
284,19
284,26
284,12
285,90
285,0
285,29
285,3
285,24
285,25
285,16
285,5
285,85
285,18
285,12
287,0
287,47
287,60
287,16
287,5
287,57
287,43
287,12
288,0
288,44
288,25
288,16
288,5
288,53
288,35
288,18
289,0
289,25
289,16
289,5
289,14
289,19
289,40
289,15
289,26
289,12
289,13
289,67
290,0
290,28
290,24
290,25
290,16
290,4
290,5
290,30
290,18
290,40
290,26
290,50
291,0
291,1
291,44
291,2
291,22
291,23
291,25
291,16
291,4
291,5
291,79
291,6
291,35
291,18
291,9
291,10
291,19
291,43
291,26
291,12
291,13
292,29
292,58
293,0
293,23
293,3
293,25
293,16
293,5
293,35
293,37
293,18
293,19
293,43
293,12
294,27
294,21
294,28
294,16
294,5
294,30
294,31
294,46
294,53
294,35
294,12
295,2
295,46
295,78
295,12
296,54
296,27
296,29
296,3
296,16
296,5
296,17
296,30
296,53
296,33
296,34
296,57
296,19
296,69
296,50
297,54
297,27
297,29
297,3
297,16
297,5
297,17
297,30
297,53
297,48
297,57
297,19
297,50
298,0
298,27
298,23
298,3
298,60
298,45
298,59
298,16
298,5
298,35
298,20
298,26
298,12
299,21
299,23
299,3
299,16
299,5
299,35
299,41
300,0
300,3
300,16
300,5
300,14
300,42
300,11
300,15
301,2
301,24
301,16
301,5
301,52
301,14
301,42
301,19
301,15
301,12
302,3
302,59
302,16
302,5
302,19
303,0
303,21
303,29
303,16
303,5
303,12
304,23
304,16
304,12
305,54
305,14
305,15
306,24
307,0
307,23
307,3
307,16
307,5
307,12
309,0
309,54
309,27
309,29
309,3
